roller	-0.015416156	-0.028602183	0.06999388	-0.07034904	0.053294323	0.030497352	0.014206359	0.015784344	0.04509786	-0.0580811	0.008747193	-0.012805226	0.011911691	-0.016717175	0.072936326	-0.0643618
chain	0.09827129	0.008976058	-0.030963805	0.08019937	-0.07199819	0.07344726	0.063742936	0.007811622	-0.011791045	0.00080535596	-0.022788636	0.03659413	-0.037272856	0.10926297	-0.017608332	-0.0038618366
these	-0.0014318393	-0.047079843	0.046556447	0.04762354	0.03095365	0.026590306	-0.019943364	0.026470995	-0.05853792	-0.023542373	0.013939975	0.01435559	-0.07373183	0.070321254	-0.0018546359	-0.0077421144
on	0.014275027	-0.0043763104	-0.0036097632	-0.030358294	-0.03815954	0.00213354	-0.04798908	-0.016489362	0.055634484	-0.07744921	0.029092802	0.0309496	0.0147838285	0.041558553	0.017330939	-0.02196791
force	0.03280016	-0.026951076	-0.008362598	0.008855937	-0.0066622063	0.023332268	0.03320727	0.028776951	-0.036958937	-0.0062434096	-0.036772918	0.0025082675	-0.05070988	0.0072685215	-0.06840186	0.070567764
steel	0.017693132	-0.027111404	-0.033679217	0.027988415	0.026401851	-0.019829098	-0.05660424	0.012831199	-0.006210063	0.022473373	-0.011049858	-0.0064667226	0.021709187	0.04167516	-0.02683768	-0.03441197
bolt	-0.03857157	0.075081855	-0.036854286	-0.005741754	0.026000867	-0.07500235	-0.08697299	-0.07696212	0.098686054	-0.0347037	-0.023590336	-0.08031544	0.09565172	-0.045159843	0.031872954	-0.030277295
by	0.016584594	-0.0034060432	0.013194099	-0.0004666337	0.03869208	-0.039088346	0.03370256	-0.02159217	0.026384097	-0.03601013	-0.009440795	0.04240656	-0.03170959	0.054929856	-0.04632801	0.0370316
have	-0.011551233	-0.045627512	0.00722208	-0.02653666	-0.014791127	0.035785787	0.0767227	0.036637492	-0.019242018	0.04178075	-0.06080895	0.008674232	-0.0751087	0.07289363	-0.007063967	0.00963761
it	0.027603561	0.030425724	0.00057210366	-0.033845294	-0.014344026	0.03802029	0.02775365	-0.027223378	0.027851658	-0.04718765	-0.03420505	-0.00024755395	0.03003301	0.057751637	0.0042209015	0.037171263
be	-0.061635446	0.05806	-0.044427384	-0.02664355	0.008575747	-0.057441324	-0.04477235	-0.04147863	-0.01777737	-0.058897864	-0.024317173	-0.047697347	-0.027607685	-0.047393743	-0.024666712	-0.023494864
they	-0.018123558	-0.00708973	-0.014470993	0.034974847	-0.020109287	0.016103325	-0.03630207	0.0069360794	-0.027324187	-0.005353665	-0.035815716	0.020386057	0.02045473	0.020123884	-0.0649756	0.031485192
that	0.002498313	0.06429379	-0.025907377	0.012562926	0.005979116	0.0082576955	0.036019117	0.008539165	-0.011297812	-0.028920116	0.01572793	0.02303146	0.05902372	-0.078971066	-0.028534882	0.0349578
shaft	0.010385198	-0.02698495	0.044467654	-0.0023042862	0.034425646	-0.044117272	0.04913152	-0.030548181	0.03463456	-0.005678857	0.025530588	0.052951396	0.039857455	0.01187003	0.04526925	-0.056780964
required	0.027337102	-0.008344684	0.07177504	0.047413737	-0.021040266	0.01705978	-0.03234038	-0.0062395083	0.011045131	-0.0026806884	0.028343739	0.0036782238	-0.02227581	-0.01685985	0.060338065	0.016659897
sprocket	0.027505318	0.088784054	-0.050436176	0.0387188	-0.08193883	-0.050115414	0.039713684	-0.03584192	-0.058622345	-0.028671244	-0.033748567	0.0978627	-0.0717296	0.06318926	0.0051984047	0.009832629
an	-0.0010559703	0.041606437	0.030950086	-0.033123314	0.052890737	-0.009559929	0.034037698	0.05108796	-0.0257979	-0.03642418	0.059446633	-0.04247669	0.049021672	0.019739322	-0.051900066	0.042968404
rate	0.072025135	-0.0137120485	0.07154365	-0.004037344	-0.02868541	0.084114075	0.018152006	-0.015137846	-0.013997269	0.052739598	-0.0020109215	-0.013663841	-0.030995706	0.0790086	0.030222423	-0.045154173
amount	0.043412637	-0.033672366	0.02065165	0.030127497	-0.012966529	0.015851686	-0.0047968472	0.010411833	0.006605505	-0.0044991337	-0.010034459	0.005943807	-0.051986367	0.06946314	0.040326264	0.036585364
use	-0.021981526	0.04223364	0.0007155881	-0.031193558	0.024626339	-0.014179861	-0.040038608	-0.012585704	-0.026331147	-0.044223834	-0.0006791392	-0.053884238	0.01720532	0.028076643	-0.052091066	0.010346654
used	-0.06636374	0.011198634	0.047679484	-0.051775392	0.01891712	-0.076541305	-0.0575501	-0.072985835	0.06971504	-0.049055256	0.002174956	-0.051085997	0.06515303	-0.029166594	-0.0078029395	0.063861676
sprockets	0.065680675	0.12822	-0.081533834	0.060580995	-0.062643774	-0.011167295	0.069454275	-0.13031204	0.025129842	-0.0005940723	-0.11960711	0.092591494	-0.04109915	0.08379358	0.019865002	0.054439303
you	0.06939012	0.005425094	-0.011890827	0.018215267	-0.02775613	0.059556037	-0.019656528	0.014388471	-0.06509322	0.06457233	0.05662624	0.049028646	0.007661549	0.06995928	0.062714204	-0.0332089
load	0.018160257	-0.045426928	-0.002304491	-0.045759436	-0.0050606127	-0.0050974586	0.011577708	-0.04324716	0.007720592	-0.015063975	0.016256234	0.023027167	-0.010493787	0.039509706	-0.023230249	-0.015822897
collet	-0.09354564	-0.0033885932	-0.0061782924	-0.058759067	0.025926912	0.048589095	-0.005239363	0.0200405	-0.052599926	-0.06862665	-0.05755521	0.027873194	-0.122423925	0.0207542	-0.11608906	0.0711601
bolts	-0.07322055	0.003882741	0.0124298	-0.049222067	0.02813531	-0.04900027	-0.08831883	-0.044832055	0.027632233	-0.07835462	-0.017569877	-0.100598745	0.06022599	-0.022642767	-0.039157078	0.062054753
bearing	-0.041393187	-0.04286748	0.0610259	-0.05567426	0.05896807	0.07244358	0.0047042044	0.055176433	-0.003247626	0.023752622	0.051992625	-0.08074853	0.081407875	-0.022663888	0.009618564	-0.051401418
other	0.013341807	0.014751215	0.058238085	0.04317992	-0.02709112	-0.036507245	-0.041544177	-0.027776018	0.007348977	0.038781196	0.022586046	0.0124912765	-0.02148107	-0.01830142	0.039897	-0.0062106163
corrosion	0.0031028995	-0.015517081	-0.040377837	0.011355818	-0.04861124	0.06568198	-0.048665967	0.059196047	-0.0048863683	0.014840127	0.011090873	-0.035658907	0.009315593	-0.034697775	0.031213595	-0.0035211898
can	-0.041068345	-0.05568629	-0.0031593794	0.03190858	0.029513484	0.024182597	-0.0037027707	-0.01955511	0.049621772	-0.07501677	0.0048223757	-0.003533012	-0.033131454	0.013463457	-0.018388877	-0.021814182
compression	0.00037031164	-0.03366449	-0.031225644	0.008108804	-0.012947348	0.041386783	0.036042828	0.019363027	-0.015441316	0.022425262	-0.018365733	-0.019796697	0.025118168	0.047260378	0.059467554	-0.062083837
length	0.04139972	0.0142595	-0.028726993	-0.0071250354	-0.0049862643	-0.017609699	0.010928699	-0.024455035	-0.00064801995	0.055384465	-0.06989932	0.03972843	0.017963337	-0.003138837	0.031260643	0.0342207
out	-0.030405799	-0.03897506	0.0098349275	0.0100088585	-0.04185133	0.0562796	-0.018953828	-0.046668593	0.019653624	0.036848657	-0.024039006	0.03496687	0.03308741	0.04810136	-0.014023579	-0.0019631584
into	-0.024941547	0.031932376	-0.011512421	0.033297487	0.018939007	0.03359961	0.061774004	-0.042939495	0.010062402	0.04615515	-0.026540488	-0.0042170575	0.01745523	0.0064126556	-0.07037514	0.0008516737
tool	-0.0151491985	-0.008561025	0.030038219	0.002958037	0.03494156	-0.056116983	0.056087688	0.018112056	-0.0026275967	-0.016647264	-0.054760028	-0.020495726	-0.021032298	-0.050214242	-0.07427062	0.01976874
loads	0.013171392	-0.013681106	0.05436671	-0.051577527	0.03365562	0.035257697	-0.08018701	0.031613793	0.063326426	-0.03293426	0.075765714	-0.0038908713	0.055775866	0.02134889	0.019359903	-0.01613922
chuck	-0.039569598	-0.041406184	0.0115905125	-0.043269757	0.073962435	-0.052818757	0.06711803	0.056903407	-0.004487943	-0.0016782073	-0.04242829	0.021107519	-0.021154279	-0.016944181	-0.08891728	0.07688861
which	-0.0026406266	-0.00012033208	-0.025051184	0.032483988	-0.007532064	-0.064490855	0.0033275955	-0.012776358	0.05866044	-0.02382182	-0.04361159	0.031879168	0.050581977	-0.0077996957	0.042114176	0.03155298
your	0.04670415	-0.010216557	-0.06828567	0.026595956	-0.037925594	0.0038656823	0.060414113	-0.056305103	-0.017900003	0.031365372	-0.063939534	0.06806911	-0.019551493	0.026912337	-0.031585116	0.050091915
workpiece	-0.03646014	0.1084112	-0.019643642	0.03725309	0.093133636	-0.034692675	0.08641965	-0.070271224	-0.07915702	-0.0081350235	-0.117793754	0.026655313	-0.054941166	-0.015191578	-0.060074285	0.103192925
threaded	-0.060198355	0.014314123	-0.053614374	-0.09622717	0.03683744	-0.04574913	-0.033002768	0.004671559	0.06451562	-0.0040217163	0.019945154	-0.021437632	0.03968903	-0.02814914	-0.024712725	0.061175827
also	-0.038516406	0.017358076	-0.019834744	-0.014050985	0.045319334	-0.06334253	-0.012808665	-0.0016105447	0.018416867	-0.009469157	0.027357843	0.02848581	0.038771067	-0.06679895	0.0023102472	-0.019136256
screws	-0.075368114	0.0058062775	0.010891629	-0.060758684	0.025774559	-0.058351353	-0.07801515	-0.030730844	0.055704445	-0.025865545	-0.016004741	-0.026884796	0.054569826	-0.002982165	-0.036096178	-0.022717275
heat	0.020760408	-0.05371131	-0.022772782	-0.06105961	0.057171397	0.024406025	-0.057943355	0.0040059397	-0.010669551	-0.04271189	0.0123790745	-0.04993988	0.062034845	0.0037808162	0.055406082	-0.030040087
resistance	-0.02616729	-0.0069070766	0.0073192446	0.033224437	-0.024686702	0.0544564	-0.040865395	-0.006321368	-0.033326432	-0.025706919	0.04772607	0.01377764	-0.03572446	0.06921263	0.0070286565	-0.033842
dust	0.05205762	-0.048679534	0.082978785	0.014880292	0.026892258	0.07156785	-0.05992057	0.016382199	0.0522339	-0.021892736	-0.0004373872	0.014280286	0.055630054	0.015815916	0.050521493	-0.0051269983
screw	-0.031181488	0.032682393	0.028006027	-0.0010276323	0.041621078	-0.04625363	-0.025118276	-0.032381922	0.021591777	-0.06500315	0.034851134	-0.034012232	0.04390636	-0.0016891808	-0.050011553	-0.0279472
maximum	-0.00011456026	-0.06837899	0.022869531	0.013561973	0.012728266	-0.0041507483	-0.011529696	-0.0020082237	0.007762239	0.04187171	0.02247982	0.029863834	-0.0318376	0.057241317	-0.011030763	-0.058231466
extend	0.00087043067	-0.016240943	0.024910312	-0.01962898	-0.047483772	-0.0056801164	-0.02987564	0.015395237	0.015380722	0.06673629	0.017244004	0.03169333	0.022334812	-0.01648927	0.0023961088	0.008361478
holder	-0.08704309	0.062022742	0.014781974	-0.010839858	0.070608534	-0.031631615	0.0074251145	0.034114074	0.00043670402	-0.004768029	-0.046352737	0.0055450867	-0.07106901	-0.07862283	-0.07368046	0.1115324
ball	0.056617875	-0.029997637	0.07538655	-0.046558753	-0.030721828	0.045325823	-0.06679471	0.11699827	0.032852832	-0.004153167	0.035223678	-0.009306371	0.07822715	0.037142597	0.028003821	-0.079216994
energy	0.09446106	-0.028704429	0.061080538	0.008558209	-0.0550323	0.064288445	0.063218854	0.04316321	-0.0018773281	0.078670554	0.063867785	0.082169265	-0.06893694	0.023560246	0.015164411	-0.07534062
more	0.013387698	0.047730066	-0.011015038	-0.023116412	0.034942083	-0.054661755	-0.043715533	0.055063944	0.0699166	0.013050681	-0.02805937	-0.012779844	-0.0052221897	-0.025875647	-0.00053422264	0.013511689
stainless	0.013227857	0.04975681	-0.013428597	0.032529578	0.045519296	-0.024263917	0.0023460982	0.01009433	0.06404996	-0.011678103	-0.009917852	-0.016217781	-0.029093739	0.013611803	-0.010106795	-0.023599759
shielded	-0.026723152	-0.011249264	0.034199446	0.021554945	-0.02432358	0.04757563	-0.026436584	0.043474603	0.033127137	0.066302076	-0.029352702	-0.009349222	-0.00553776	-0.011002123	-0.0064819357	0.026407626
gear	-0.00034659627	0.004835183	-0.02372164	0.03220037	-0.011500427	0.03165773	0.0022834723	0.010959489	-0.021866556	0.00023810245	0.018428711	0.004164454	-0.024928067	-0.06106077	-0.00692869	-0.0029317178
high	0.053902082	-3.4634482e-05	0.02750238	-0.007017374	-0.004858841	-0.0030321525	-0.00872497	-0.00088422623	-0.037608538	0.047534958	0.03861153	0.042455636	-0.032425016	-0.010108503	0.05193341	0.0290538
motion	0.022745611	-0.028068641	0.036093008	0.001556048	-0.024925878	0.043735508	-0.038521316	0.0038605062	-0.033317953	0.022830991	-0.01726721	0.04042279	-0.012379436	0.022416687	0.04449573	-0.04051808
higher	0.031380758	-0.009753899	0.037290815	-0.013314484	0.05024491	-0.052411932	0.0073072645	0.028574634	0.048377536	-0.0393106	0.062055163	0.0055991197	0.053702455	0.0151508665	0.05680595	0.0022952468
open	-0.027915582	0.0009409398	0.0096162595	0.05998581	0.01287942	-0.001893662	0.027445683	0.01768354	0.0022468832	0.021031372	0.017788464	0.024813984	-0.07219199	-0.037663795	-0.04973354	-0.015835816
sealed	0.002041997	0.029189177	0.022008535	0.0068863393	-0.048045732	-0.014240065	0.003890926	0.015236826	-0.025977055	-0.018545797	-0.07421939	0.03085398	-0.0025099062	-0.0124423085	-0.06050045	0.03574434
machine	-0.024465397	-0.0095952535	0.018865285	-0.01693144	0.051337264	-0.020653073	0.030660218	0.014065476	-0.011167732	0.022296801	0.019379431	-0.017801067	-0.004629714	0.018695723	-0.021051243	-0.026999915
contaminants	-0.01138308	-0.0319045	0.035485566	-0.020549865	0.06598685	-0.0017396084	-0.0691456	-0.011815286	0.037199814	0.029909868	0.04504702	0.009799591	0.031696476	-0.009865731	0.011458035	-0.026049707
wheel	0.06227873	0.029031077	-0.019150935	0.017283548	-0.03171121	0.0154871885	0.011232215	-0.05837916	-0.019771166	-0.008050176	-0.052181903	0.041295253	-0.028929641	0.055995945	-0.07846749	-0.028478373
nut	-0.029744044	0.029495604	-0.009732884	-0.011621891	0.06426019	-0.085748255	-0.060451385	0.010957251	0.02895376	-0.0077295816	-0.020340603	-0.055810977	0.06350728	-0.088451415	-0.06925235	-0.0011024971
wear	0.009185314	0.0039688027	-0.00084367074	0.023938237	-0.0077371495	0.037986394	-0.000822231	0.037290547	-0.027851649	0.056747776	0.004648486	-0.02704578	0.029748516	0.011656417	0.024185583	-0.000258132
threads	-0.014940136	0.07554502	-0.063683145	-0.07238969	0.052677114	-0.027030569	0.0063293315	-0.015929857	0.008394186	0.005630623	-0.009966168	-0.02436651	0.012535003	-0.07171551	-0.0071498053	0.04513177
extension	0.10001949	-0.06601644	0.010187984	0.040399443	-0.008723885	0.09684565	0.0026086615	-0.006746119	-0.018234111	0.014875795	0.0059332848	0.015993927	-0.03288782	0.011029527	0.006735392	-0.03706836
its	0.057250552	0.01999347	0.010950999	0.022893641	-0.02886345	-0.023251653	0.03344029	-0.014451991	0.022564266	-0.05167338	-0.0063803256	-0.035286523	0.05612418	0.029521635	-0.005308109	9.879862e-05
radial	0.023744484	0.0010164946	0.107736506	-0.06971834	0.054815646	0.0709543	0.024675362	0.08070896	0.024484329	-0.01989496	-0.019513331	0.032957133	0.019235214	-0.0494091	-0.002851776	-0.0058597056
this	-0.030510314	0.06647599	-0.039924417	-0.008779655	0.044157695	-0.044206616	-0.012246647	-0.08081269	0.06856051	-0.064615466	0.012083652	-0.034538683	0.02105017	-0.06942057	-0.025986321	0.093405634
but	-0.021697858	-0.011819293	0.021205366	-0.06489965	0.010122036	-0.07372708	-0.048473656	0.0035805807	0.026572375	0.005661899	-0.014091949	-0.03566106	0.043911256	0.010666137	-0.009921629	-0.04186909
teeth	0.005005185	0.061869346	-0.08556679	0.04590077	-0.07573608	-0.0050596925	0.10068149	0.006201282	-0.027773079	0.062401067	-0.045122717	0.019845508	-0.10011388	0.068698406	0.009636191	0.025959527
such	-0.031291734	0.012235251	0.016652856	-0.0616383	0.07869977	0.025280664	-0.06642167	0.06450391	-0.03812256	0.026944717	0.0021556802	-0.0036082163	-0.008214578	0.010544359	-0.015850808	0.042968184
made	-0.031683024	-0.043666277	0.03977152	-0.02821128	0.011996058	0.026308892	0.0039102165	-0.040606678	0.051037487	-0.0393186	-0.030485712	0.007966286	0.022163475	0.036339343	-0.04129368	-0.0155583415
harder	-0.022202054	-0.024550067	0.04396228	0.046243574	-0.023750154	-0.0052158707	-0.03851769	-0.0045824954	-0.052258175	0.023195596	0.03513887	-0.026843512	-0.051257584	-0.025474928	0.05362449	0.014770807
collets	-0.036757495	0.08308766	-0.019579723	0.004549372	0.046150412	0.010056792	0.012905298	0.04348985	-0.011981187	-0.0065273345	-0.0514155	0.027263748	-0.08872814	-0.07669985	-0.10124766	0.1038278
head	-0.07451016	-0.013727019	0.024260618	-0.019183699	0.029716292	-0.026201196	-0.066420995	-0.009047412	0.051423654	0.009485951	-0.03319861	-0.038362708	0.0636074	-0.06414782	-0.026382834	0.06437483
every	-0.011816985	-0.007273858	-0.036394812	0.0018652342	-0.04662523	0.043559663	-0.0022627802	0.024946595	-0.04189157	0.060885366	0.0074751517	-0.023051405	-0.00018957825	0.020485288	-0.033053104	-0.017893793
most	0.044282027	0.018581469	-0.042998344	-0.04224475	-0.0014595734	0.0066992585	-0.025342207	0.014174318	0.030260138	-0.010436803	-0.009607323	0.042387575	0.010518756	0.039434515	-0.016619535	-0.02660201
from	-0.006115884	0.01930135	-0.0361851	0.017077796	0.01743764	-0.04218264	-0.003000528	0.015152393	-0.020433115	-0.030718226	-0.028377384	-0.0007654256	0.050429862	0.024285546	0.03129505	-0.048819564
diameter	0.020998133	-0.01475323	-0.06976657	0.054692447	0.00081220054	0.020831937	0.029654445	-0.015501182	0.006146754	0.031873725	0.011847983	-0.009523509	-0.0679485	-0.0022458115	-0.028235603	0.044247527
two	-0.037229817	0.011422808	-0.035218798	0.008586489	0.006645781	0.0002295502	-0.025937974	-0.010353081	-0.047096632	0.053920604	0.04479626	0.060921732	0.0356553	-0.010715135	-0.00050341093	-0.0150094535
centering	-0.069616534	0.10416023	-0.010866395	0.04244384	0.03592898	-0.023885451	0.09154273	-0.024694812	0.035382297	-0.016004393	-0.071777426	-0.015256462	-0.05509149	-0.0379557	-0.06316875	0.08950231
when	-0.052413404	0.032962076	0.032422714	-0.03650328	0.06982263	-0.025751838	0.01882485	0.05460273	-0.0006507249	-0.04593777	0.039510086	-0.058653194	-0.01306046	0.019559579	-0.07271264	0.04007551
resistant	0.048164383	0.021707427	-0.058843546	-0.008834009	-0.0021084717	-0.019360915	0.022444356	-0.006569082	0.026389848	-0.003707292	0.040587377	-0.010284818	-0.043199636	0.048845593	-0.013966834	0.023715505
better	0.0053512603	0.008065758	-0.0003923589	0.024870712	0.018999364	0.008983996	-0.04234406	-0.03479879	0.010927342	-0.03268589	-0.02999746	-0.04421918	-0.021441268	0.016205229	-0.05833009	-0.038473696
inch	0.0065133045	-0.039999686	0.005593345	0.015620539	-0.043712284	0.03116388	0.02090591	0.02173461	-0.010539011	-0.014164969	0.026812924	-0.0375417	-0.01715904	0.040156897	-0.03003163	-0.03373333
between	0.010412497	0.04459429	0.00019496205	-0.019575488	0.0060679256	0.03660725	0.032657143	0.011502787	-0.03404461	-0.033135314	-0.043725666	-0.0075622164	-0.024861235	-0.04602469	0.018089311	0.04038689
fastener	-0.0567461	0.022529466	-0.048678163	-0.046863455	0.034803763	-0.03365024	-0.011865438	-0.026147664	0.09821974	-0.003505007	0.004612285	-0.016748523	0.026191248	-0.077784255	-0.04865879	0.037317533
hold	-0.115854606	0.042534195	0.012516684	0.016281724	0.10642859	-0.034743667	-0.008423892	0.00026182106	-0.03128905	0.026041275	-0.026843574	0.042289104	-0.09051844	0.018256923	-0.08218463	0.033437677
their	-0.047432825	-0.0008789522	-0.029453354	0.022678927	0.019551072	-0.04222286	-0.040469237	-0.01869442	-0.01881226	-0.0013043779	-0.019585682	-0.012823003	0.0075554834	-0.09106461	-0.025220083	-0.0027141715
so	0.003922632	0.008677693	-0.01288337	-0.018907843	-0.044355437	0.038143557	0.014308158	0.033843953	0.010625592	0.04060665	0.0004902707	-0.02112761	0.0021640724	-0.023407558	0.013166044	-0.014110158
end	0.01100229	0.0024328202	-0.042080846	0.015713217	0.07055038	0.027011499	0.06044346	0.030619426	-0.070497125	0.019091263	-0.037057735	0.014754652	-0.0007225751	-0.05924385	-0.063921675	0.08003194
block	-0.019595161	-0.013901066	-0.032978605	0.015248842	0.051221404	0.0085172495	-0.009731305	-0.013292196	-0.018468108	-0.0069636707	0.0069873016	-0.04175368	0.047024295	0.019412443	-0.0040835203	-0.03274905
self	-0.029377548	0.032026354	0.025165673	-0.037083097	0.033562806	0.025963742	0.053724222	0.028698359	0.019937668	-0.008102373	-0.039765928	-0.025412653	-0.0077967704	-0.021318609	0.02727253	-0.03591401
allow	0.06392332	-0.0033810087	0.014513632	-0.035023406	-0.038990594	0.014004688	-0.049212795	-0.025813773	-0.023651188	0.048455987	0.038228348	0.007625356	0.047411658	-0.012253538	0.0052241283	0.012947311
dissipate	0.04698065	0.0060236785	-0.0143056875	0.035754632	0.011697599	0.038533647	-0.026582023	-0.0148677975	-0.029369123	-0.019124912	-0.03497412	0.043779835	-0.017124847	0.03420448	-0.01560192	0.026610626
elastic	0.114864595	-0.032601524	-0.0067661726	0.038199283	-0.097279534	0.045635197	0.06822309	0.071660824	-0.034670435	0.032754805	0.06587883	0.053976513	-0.040599756	0.04581759	0.12105135	-0.06842384
original	0.049815405	-0.03671767	-0.016744906	0.04408102	-0.04033111	0.048126586	-0.011163082	0.06477933	-0.043396864	0.05353006	0.062333405	0.07006197	-0.052745115	0.056919295	0.078962125	-0.05711316
shape	-0.048026267	-0.019467121	0.02594264	0.031010881	0.008447891	-0.0023831965	-0.015434021	-0.013956659	-0.0037567131	0.023367394	0.014997107	0.025712218	-0.009753581	-0.036185876	0.0040535894	-0.0035366097
bore	0.025588471	-0.010622519	0.06079751	-0.012931762	0.032455124	0.045486547	-0.019286359	0.09327612	-0.009737192	-0.029873418	-0.015055725	-0.01805332	0.04933365	0.017931081	-0.009058496	-0.043128002
not	-0.04529825	-0.06319475	0.029099258	-0.08211253	0.064243115	0.00766616	-0.085168965	0.06415701	0.03448627	-0.042496167	0.07911291	0.005705026	0.026892388	-0.061258826	0.00075828296	-0.03453957
at	-0.04248073	0.018126745	0.02840272	0.0028922001	-0.037210613	0.055073716	0.032343652	0.019391412	-0.008873337	-0.031864062	0.045830123	0.014115324	0.051238135	0.035695143	-0.027108155	0.019903574
ends	0.06213108	0.039375775	0.015707374	0.018110365	-0.03558949	0.03128164	0.06391168	-0.00994956	0.00935497	0.060288023	0.017724352	0.031610724	-0.05299409	0.004476682	0.047805037	0.019678976
known	0.006663478	0.059529856	-0.04401518	-0.046671778	-0.016647626	0.012954978	-0.027187457	-0.0386127	0.014526678	0.041653387	-0.038164407	0.01747093	-0.059393343	-0.037421178	-0.002717342	0.0050174235
compress	-0.025006259	0.027767465	0.029844612	0.048689198	0.012592499	0.010898254	0.0070967292	-0.002960046	0.024617182	-0.006607893	-0.023731604	0.042614438	0.017622443	0.026223183	-0.038052395	0.0280971
efficiently	0.017121943	0.058499336	-0.036373895	0.052962072	0.01039487	-0.021943226	0.05738683	0.02854268	0.0017140883	0.051124543	0.02397225	0.05036639	-0.02010898	-0.018241614	-0.036397763	-0.027875643
torque	-0.012013306	0.03823696	-0.04150864	0.030661099	0.02448516	-0.025383474	-0.03575248	-0.039542045	0.01625802	-0.015134911	-0.01135159	-0.031889662	0.05619387	-0.022987314	0.0009986409	0.041389275
them	0.036827326	-7.1795235e-05	-0.030560035	0.003071133	-0.015326435	-0.04918845	-0.038577877	-0.053832997	-0.01152112	-0.03713021	-0.0026853443	0.04842755	-0.03546039	0.055592485	0.014288847	-0.027573047
cut	0.10778119	0.005000447	0.057667978	0.034255773	-0.031550195	0.059934612	0.056924447	0.03350397	-0.06524584	0.04197883	-0.013807358	0.012107273	-0.013263548	0.10368876	0.028786317	0.0057918783
grip	-0.029926531	0.022842798	0.022111755	0.033704154	0.025234839	0.008754142	0.049872443	-0.019862099	-0.005736508	-0.043440454	-0.05755803	-0.013217449	-0.028840749	0.030523216	-0.024519593	-0.019480461
